lalvoterid,zip,age,gender,religion,ethnicity
LALDC174616167,20002,73,F,Protestant,European
LALDC174619983,20012,78,M,Protestant,European
LALDC174622208,20003,65,M,Protestant,Likely African-American
LALDC174622779,20024,77,M,Protestant,Likely African-American
LALDC174628790,20008,75,M,Protestant,European
LALDC174631130,20007,85,F,Protestant,European
LALDC174633814,20016,81,M,Protestant,European
LALDC174634554,20017,57,F,,Likely African-American
LALDC174636746,20011,60,F,Protestant,Likely African-American
LALDC174637317,20032,65,F,,Likely African-American
LALDC174643378,20016,75,F,Protestant,European
LALDC174658586,20018,63,F,,Likely African-American
LALDC174663201,20008,59,F,Protestant,European
LALDC174666383,20010,53,F,,Likely African-American
LALDC174667656,20019,89,M,Protestant,Likely African-American
LALDC174667923,20007,66,M,Protestant,European
LALDC174672098,20009,85,M,,Likely African-American
LALDC174674998,20019,71,F,Protestant,Likely African-American
LALDC174680629,20002,69,F,Protestant,Likely African-American
LALDC174681921,20017,62,M,Protestant,Likely African-American
LALDC174682586,20019,55,F,,Likely African-American
LALDC174682732,20020,62,F,,Likely African-American
LALDC174684503,20007,61,M,Jewish,
LALDC174689249,20009,76,F,Protestant,European
LALDC174691061,20032,46,F,,Likely African-American
LALDC174692342,20019,75,M,,Likely African-American
LALDC174692379,20019,73,F,Protestant,Likely African-American
LALDC174696841,20020,49,F,Protestant,Likely African-American
LALDC174698683,20020,67,F,Protestant,Likely African-American
LALDC174700840,20024,53,M,,Likely African-American
LALDC174702514,20032,77,M,,Likely African-American
LALDC174706418,20019,51,F,Protestant,Likely African-American
LALDC174706865,20002,64,F,,Likely African-American
LALDC174707396,20016,62,F,Protestant,European
LALDC174711183,20032,50,M,,European
LALDC174711402,20011,48,M,Protestant,European
LALDC174716239,20008,54,F,Jewish,European
LALDC174716970,20024,50,M,,European
LALDC174721486,20008,50,F,Hindu,East and South Asian
LALDC174732336,20016,65,M,Catholic,European
LALDC174732577,20001,46,F,Protestant,Likely African-American
LALDC174739057,20019,46,F,Protestant,Likely African-American
LALDC174739523,20019,57,M,,Likely African-American
LALDC174739640,20001,79,F,Protestant,Likely African-American
LALDC174745581,20002,45,M,,Likely African-American
LALDC174752478,20009,54,F,Jewish,Other
LALDC174755502,20020,44,F,,Likely African-American
LALDC174764658,20012,42,F,,Likely African-American
LALDC174767244,20017,72,M,,Likely African-American
LALDC174768319,20015,58,F,Protestant,European
LALDC174772329,20016,48,M,,European
LALDC174773569,20018,68,F,Protestant,Likely African-American
LALDC174774854,20002,42,F,Jewish,European
LALDC174776149,20019,44,M,,Likely African-American
LALDC174776216,20011,56,M,Protestant,Likely African-American
LALDC174779015,20032,44,F,Protestant,Likely African-American
LALDC174782948,20019,57,F,,Likely African-American
LALDC174783079,20008,69,F,Protestant,European
LALDC174783175,20011,53,M,Protestant,European
LALDC174783189,20002,45,F,,Likely African-American
LALDC174783422,20001,65,M,,
LALDC174794335,20020,42,F,Protestant,Likely African-American
LALDC174796070,20019,63,F,Protestant,Likely African-American
LALDC174797106,20019,56,F,,Likely African-American
LALDC174800318,20002,61,F,,Likely African-American
LALDC174803840,20019,41,M,Protestant,Likely African-American
LALDC174809555,20020,56,F,,Likely African-American
LALDC174813107,20018,53,F,,Likely African-American
LALDC174813225,20008,58,M,Protestant,European
LALDC174814962,20002,41,F,Protestant,Likely African-American
LALDC174817590,20018,47,M,Protestant,Likely African-American
LALDC174819541,20019,67,F,,Likely African-American
LALDC174823844,20009,41,F,,Likely African-American
LALDC174827967,20018,90,M,,Likely African-American
LALDC174829984,20008,74,M,,European
LALDC174832112,20003,37,F,,Likely African-American
LALDC174838699,20001,55,F,,East and South Asian
LALDC174844769,20019,66,F,,Likely African-American
LALDC174846670,20019,44,F,,Likely African-American
LALDC174847373,20017,38,F,Catholic,Hispanic and Portuguese
LALDC174847488,20011,36,M,,Likely African-American
LALDC174849358,20019,53,F,,Likely African-American
LALDC174850930,20019,52,M,Protestant,Likely African-American
LALDC174853587,20003,38,F,Protestant,Likely African-American
LALDC174854761,20002,58,M,Protestant,Likely African-American
LALDC174857092,20024,40,F,,Likely African-American
LALDC174858737,20001,41,F,,European
LALDC174859235,20017,44,F,Protestant,European
LALDC174862966,20018,62,F,Protestant,Likely African-American
LALDC174873012,20032,33,F,,Likely African-American
LALDC174885047,20007,69,M,,
LALDC174887033,20018,36,F,,Hispanic and Portuguese
LALDC174889620,20019,34,M,Protestant,Likely African-American
LALDC174891100,20007,39,F,,
LALDC174892019,20016,58,M,,European
LALDC174892235,20001,55,F,Protestant,Likely African-American
LALDC174893306,20009,48,F,,European
LALDC174909360,20009,63,F,,European
LALDC174914425,20009,61,F,,Likely African-American
LALDC174916485,20002,48,M,,Likely African-American
LALDC174918655,20011,36,F,,Likely African-American
LALDC174925564,20032,32,F,,Likely African-American
LALDC174930458,20011,33,M,,Likely African-American
LALDC174949632,20010,40,F,,European
LALDC174949915,20018,57,M,,Likely African-American
LALDC174954148,20012,32,F,Protestant,Likely African-American
LALDC174954816,20020,39,F,,Likely African-American
LALDC174956421,20032,56,M,,Likely African-American
LALDC174957188,20011,40,F,,
LALDC174965337,20020,40,M,,Likely African-American
LALDC174966182,20017,46,M,,Hispanic and Portuguese
LALDC174974657,20002,57,F,Protestant,European
LALDC174977500,20020,31,F,,Likely African-American
LALDC174979466,20015,29,M,,European
LALDC174981389,20032,34,M,,Likely African-American
LALDC174981652,20001,41,M,,
LALDC174982544,20019,39,M,,Likely African-American
LALDC174991152,20008,42,F,Protestant,European
LALDC174997231,20032,30,M,,Likely African-American
LALDC175005988,20011,65,F,Protestant,Likely African-American
LALDC175021123,20005,62,F,,
LALDC175026244,20012,31,F,,Likely African-American
LALDC175030251,20002,44,M,,European
LALDC175035869,20002,66,M,,Other
LALDC175035989,20017,37,M,,Likely African-American
LALDC175036962,20020,38,F,,Likely African-American
LALDC175037672,20003,43,F,Jewish,
LALDC175040338,20003,38,F,,European
LALDC175044408,20032,28,M,,Hispanic and Portuguese
LALDC175045514,20001,57,F,,Likely African-American
LALDC175045742,20019,31,F,,Likely African-American
LALDC175056618,20001,37,F,,Hispanic and Portuguese
LALDC175058318,20001,32,F,,Likely African-American
LALDC175058806,20018,51,M,Protestant,Likely African-American
LALDC175061281,20009,41,F,Protestant,European
LALDC175062058,20008,48,F,Catholic,European
LALDC175063024,20037,90,F,Jewish,
LALDC175064688,20018,37,F,,
LALDC175065803,20002,37,M,,European
LALDC175066141,20019,78,M,,Likely African-American
LALDC175066495,20009,41,M,,European
LALDC175066673,20017,37,F,Protestant,Likely African-American
LALDC409297834,20019,54,F,,Likely African-American
LALDC409301879,20016,52,F,,
LALDC409302480,20010,34,M,,Likely African-American
LALDC409310236,20009,43,M,,Hispanic and Portuguese
LALDC409313322,20032,68,M,Protestant,Likely African-American
LALDC409316625,20008,37,F,,European
LALDC409320250,20009,47,F,,
LALDC409320425,20009,45,F,,European
LALDC409321120,20037,39,F,,European
LALDC409323982,20016,50,M,,Hispanic and Portuguese
LALDC409324794,20019,36,M,,Likely African-American
LALDC409325985,20020,34,F,,Likely African-American
LALDC409326877,20024,31,M,,Hispanic and Portuguese
LALDC409332680,20009,45,F,,European
LALDC409342530,20008,48,M,Protestant,European
LALDC409343961,20003,48,F,,European
LALDC409347131,20017,52,F,,Likely African-American
LALDC430634238,20009,40,M,,European
LALDC440794106,20007,45,F,,European
LALDC440795738,20009,34,F,Jewish,
LALDC440796745,20001,43,F,,
LALDC440797308,20019,27,F,,Likely African-American
LALDC440800031,20001,72,F,,Hispanic and Portuguese
LALDC455562441,20024,69,F,,European
LALDC455569137,20020,27,M,,Likely African-American
LALDC455572470,20019,70,M,,Likely African-American
LALDC455573165,20005,51,M,,Other
LALDC455574373,20008,57,M,,Other
LALDC455574679,20032,46,M,,Likely African-American
LALDC455576896,20037,74,M,Protestant,European
LALDC455578167,20009,34,M,Jewish,
LALDC471468167,20017,38,M,,
LALDC471470590,20016,31,F,,
LALDC471474631,20037,71,F,Jewish,
LALDC471475984,20009,45,M,,Hispanic and Portuguese
LALDC475448138,20037,35,F,,Other
LALDC475454315,20009,30,M,,Hispanic and Portuguese
LALDC475455260,20003,53,F,,European
LALDC475457182,20012,39,M,,East and South Asian
LALDC475459204,20009,25,M,Jewish,European
LALDC486513644,20002,36,F,,European
LALDC486514032,20011,53,M,,Likely African-American
LALDC486521027,20009,31,M,,European
LALDC486524177,20020,72,F,,Likely African-American
LALDC486526059,20020,31,F,,Likely African-American
LALDC486526557,20006,36,M,,European
LALDC505983191,20019,40,F,,Likely African-American
LALDC505987818,20020,47,F,,Likely African-American
LALDC505988457,20019,62,M,,Likely African-American
LALDC505993702,20003,44,M,,Other
LALDC505996266,20010,35,F,,Likely African-American
LALDC505999860,20024,40,M,,European
LALDC506000412,20018,24,M,,Likely African-American
LALDC506003926,20007,53,F,,European
LALDC506005865,20009,47,M,,Hispanic and Portuguese
LALDC506009063,20001,32,F,,European
LALDC506012929,20003,63,M,,Likely African-American
LALDC506015827,20020,43,F,,Likely African-American
LALDC506016182,20005,29,M,,European
LALDC506020486,20012,61,F,,Hispanic and Portuguese
LALDC506023212,20011,35,F,,Hispanic and Portuguese
LALDC506024265,20001,49,F,,European
LALDC506029753,20001,28,F,,European
LALDC519085969,20010,35,F,,East and South Asian
LALDC519092594,20011,29,F,,European
LALDC519092603,20002,33,M,,European
LALDC519093287,20007,55,M,,European
LALDC537041325,20004,49,M,,East and South Asian
LALDC537045998,20011,37,M,,Hispanic and Portuguese
LALDC537051976,20007,28,,,Other
LALDC537054475,20009,32,M,,European
LALDC537055756,20009,29,F,,Likely African-American
LALDC537057465,20010,30,F,,European
LALDC537057899,20011,42,M,,European
LALDC548078812,20009,55,F,,
LALDC548085373,20032,25,F,,Likely African-American
LALDC548088333,20016,77,F,,European
LALDC548092931,20008,34,M,,European
LALDC548096818,20024,40,M,,Likely African-American
LALDC548100269,20032,44,F,,Likely African-American
LALDC551181877,20019,44,F,Protestant,Likely African-American
LALDC551183360,20018,39,F,,Likely African-American
LALDC551183704,20011,37,M,,East and South Asian
LALDC551193260,20009,26,F,,European
LALDC551194694,20008,32,M,,European
LALDC551194939,20001,34,M,,European
LALDC551196686,20011,24,F,,East and South Asian
LALDC551199234,20002,56,F,,European
LALDC551199351,20002,25,F,,Hispanic and Portuguese
LALDC551202317,20003,60,M,,European
LALDC551204583,20037,66,F,,European
LALDC563350527,20020,26,F,,Likely African-American
LALDC563350679,20037,64,M,,
LALDC563350780,20019,56,F,,Other
LALDC563354247,20018,27,M,,Likely African-American
LALDC582457014,20032,62,M,Protestant,European
LALDC582460950,20002,25,F,,Likely African-American
LALDC582461805,20016,43,M,,East and South Asian
LALDC582462472,20002,45,M,,Likely African-American
LALDC582464631,20024,53,F,,
LALDC582465884,20009,64,F,,East and South Asian
LALDC582476407,20011,30,M,,Likely African-American
LALDC582476716,20003,44,F,,European
LALDC582477341,20001,35,F,,European
LALDC593246299,20020,25,M,,Likely African-American
LALDC593247358,20007,31,M,Protestant,East and South Asian
LALDC593248846,20002,61,F,,East and South Asian
LALDC593249480,20002,27,F,,Likely African-American
LALDC593252964,20009,58,M,,European
LALDC593256055,20009,57,F,,Likely African-American
LALDC596417794,20007,32,F,Islamic,European
LALDC596419246,20009,33,F,,European
LALDC596419710,20002,24,,,East and South Asian
LALDC596420461,20001,27,F,,Hispanic and Portuguese
LALDC596421760,20017,39,F,,Likely African-American
LALDC596423668,20037,35,M,,European
LALDC611045382,20015,64,F,Catholic,European
LALDC611046028,20037,65,F,,Likely African-American
LALDC611046800,20008,39,F,,European
LALDC611049800,20005,37,M,,Likely African-American
LALDC611052852,20020,54,M,,Likely African-American
LALDC611060101,20009,68,M,,Likely African-American
LALDC611060382,20037,64,F,,European
LALDC611062831,20036,45,M,,Likely African-American
LALDC611066646,20001,52,F,Jewish,Hispanic and Portuguese
LALDC611068755,20001,35,F,,European
LALDC611070115,20001,47,F,,
LALDC611070958,20008,58,F,,Likely African-American
LALDC611071425,20011,71,F,,Likely African-American
LALDC611073392,20008,29,F,,
LALDC611073690,20001,21,M,,European
LALDC611073861,20032,36,F,,European
LALDC611074769,20009,42,F,,European
LALDC611075218,20003,40,F,,
LALDC611075389,20002,26,M,,
LALDC630229927,20032,57,M,,European
LALDC630230750,20003,37,F,,Likely African-American
LALDC630232670,20032,51,M,,Likely African-American
LALDC630236795,20005,43,F,,European
LALDC630237901,20002,53,M,,European
LALDC630238730,20001,58,M,,European
LALDC630240864,20024,43,F,,European
LALDC630241827,20002,55,F,,European
LALDC641952157,20019,34,F,,Likely African-American
LALDC641954204,20024,34,F,,Likely African-American
LALDC641954323,20009,35,F,,European
LALDC641954551,20009,28,F,,East and South Asian
LALDC641954571,20009,39,F,,European
LALDC641956253,20002,55,M,,Likely African-American
LALDC641957037,20008,49,M,,European
LALDC641961340,20002,36,M,,
LALDC641961924,20002,49,M,,
LALDC641963464,20002,36,F,,
LALDC641963680,20032,48,M,,Likely African-American
LALDC641964210,20001,36,F,,European
LALDC641964314,20003,32,M,,European
LALDC641965910,20001,52,F,,European
LALDC641967135,20007,57,M,,East and South Asian
LALDC641967160,20020,26,F,,Likely African-American
LALDC174842350,20032,51,F,,Likely African-American
LALDC174846183,20001,41,M,,Likely African-American
LALDC174848792,20019,50,M,,Likely African-American
LALDC174851109,20020,52,F,Protestant,Likely African-American
LALDC174856078,20017,83,M,,Likely African-American
LALDC174856313,20011,64,F,Catholic,Hispanic and Portuguese
LALDC174856705,20003,47,F,,European
LALDC174858162,20019,46,F,,Likely African-American
LALDC174858389,20019,45,M,,Likely African-American
LALDC174859890,20002,71,M,,Likely African-American
LALDC174860411,20008,57,F,Catholic,European
LALDC174860729,20018,69,F,,Hispanic and Portuguese
LALDC174865071,20019,40,F,,Likely African-American
LALDC174869648,20032,38,M,Protestant,Likely African-American
LALDC174870081,20020,50,M,Protestant,Likely African-American
LALDC174871307,20005,82,F,Jewish,European
LALDC174871329,20011,48,F,,Likely African-American
LALDC174875983,20003,59,M,Catholic,European
LALDC174880511,20019,68,F,,Likely African-American
LALDC174882840,20019,58,F,Protestant,Likely African-American
LALDC174883201,20002,69,F,Catholic,Likely African-American
LALDC174883671,20012,34,M,Protestant,European
LALDC174888416,20020,44,F,Protestant,Likely African-American
LALDC174889135,20019,53,M,,Likely African-American
LALDC174899263,20019,35,M,,Likely African-American
LALDC174904864,20019,43,F,,Likely African-American
LALDC174905375,20020,47,F,Protestant,Likely African-American
LALDC174906116,20009,40,M,Jewish,
LALDC174911042,20004,44,F,,European
LALDC174923412,20004,45,M,,European
LALDC174924112,20015,34,M,Jewish,
LALDC174931768,20032,32,M,,Likely African-American
LALDC174932126,20019,53,M,,Hispanic and Portuguese
LALDC174932552,20032,44,M,,Likely African-American
LALDC174932686,20010,61,F,,Likely African-American
LALDC174932704,20032,57,F,,Likely African-American
LALDC174935828,20001,43,M,,Other
LALDC174936097,20020,38,F,,Likely African-American
LALDC174938537,20019,76,F,Protestant,Likely African-American
LALDC174942983,20011,42,F,Catholic,Hispanic and Portuguese
LALDC174951221,20003,47,M,Protestant,European
LALDC174951581,20019,61,F,Protestant,Likely African-American
LALDC174951640,20003,35,M,,European
LALDC174951706,20011,35,M,,Likely African-American
